,ENODEB_NAME,CELL_NAME,# of ERAB<%96,# of CSFB<%96,# of RRC<%96,# of E2E<%96,# of ERAB<%98,# of CSFB<%98,# of RRC<%98,# of E2E<%98,DCR_VOLTE_V5R,TOTAL96,TOTAL98,TOTAL
23286,GL34_Y1037_KAVAKLI_BILGI,LY103735O347362183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23287,GL34_K3599_KckylNikahSal,LK359915O345847231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23288,GL34_K3599_KckylNikahSal,LK359925O345847272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
23289,GL34_K3599_KckylNikahSal,LK359925O345847282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23290,GL34_E1474_KurtkoyReyhanCad2,LE147415O345820471,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
23291,GL34_G1224_CevizliDenizerCd2,LG122435O345829673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23292,GL34_A1432_UmSehzade,LA143225O345760472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23293,SR22_Y3806_YaylaSahil_GT,LY380615O228649631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23294,GL34_K1816_KURTKOY_CUMHURIYET_CAD,LK181625O345835872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23295,GL34_K1816_KURTKOY_CUMHURIYET_CAD,LK181615O345835881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23296,GL34_K1816_KURTKOY_CUMHURIYET_CAD,LK181635O345835883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23297,GL34_K8866_MaltepeEsasOfispark,LK886645O345880884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23298,GL34_K1155_YakacikAydosCad,LK115525O345833672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23299,GL34_00920_GzlceEvmMbl,L0092015O346390971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23300,GL59_06177_CorluHava,L0617725O596415682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23301,GL34_Y3924_ALIBEYKOY_ULUBATLI_HASAN,LY392435O348675873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23302,GL34_A1527_ByazKonutltrafo,LA152725O345766232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23303,GL34_Y2623_HALKALI_ERLER,LY262335O348185473,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
23304,GL34_K1227_Mehtercesme2,LK122715O346218381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23305,GL34_0A309_Beysan2,L0A30935O346080983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23306,GL34_0C586_KSinanOrd,L0C58635O346169473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23307,GL34_0C586_KSinanOrd,L0C58635O346169483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23308,SR34_Y3128_AHMEDIYE_YANYOL,LY312815O348412331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23309,GL34_0A222_AvcMenekse,L0A22235O346075473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23310,GL34_K1921_BAGCILARASFALT_JP,LK192115O346223081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23311,GL34_M6316_FIRUZKOY_BLV4,LM631615O346457281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23312,GL34_01286_AYDOS,L0128625O345718472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23313,GL34_Y2973_FATIH_KIZILELMA_CAD_AVEA,LY297325O348344382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23314,GL34_M4014_AVC_BAGLARCESME,LM401435O346318073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23315,GL34_00333_AHL_CBNCESME_DOCO,L0033315O346022071,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
23316,GL39_M6156_BERCADIAAVM,LM615635O396461783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23317,GL34_00981_Gumusyaka_J,L0098115O346391331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23318,GL34_00981_Gumusyaka_J,L0098115O346391371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23319,GL34_00981_Gumusyaka_J,L0098135O346391383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23320,GL34_Y2795_ETHEM_EFENDI_DIREK,LY279515O348263371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23321,GL34_A1555_KAVACIK3_POP,LA155515O345767871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23322,GL34_A1555_KAVACIK3_POP,LA155535O345767873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23323,GL34_01183_SileAhmetli,L0118335O345711333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23324,GL34_01183_SileAhmetli,L0118325O345711382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23325,GL34_01183_SileAhmetli,L0118345O345711384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23326,GL34_M6297_SULTANGAZI_KERIM,LM629735O346498373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23327,GL34_M5886_YASSIOREN2,LM588625O346461672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23328,GL34_K9712_TuzlaViaportMarina,LK971225O345882782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23329,GL59_K9892_Gungormez2,LK989225O596438582,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
23330,GL34_M7930_SEDEF_ADASI_TT,LM793015O345913471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23331,GL34_M7930_SEDEF_ADASI_TT,LM793035O345913473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23332,GL34_K6599_BuyukadaCinarCad,LK659925O345864982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23333,GL34_M4267_ESENLER_GAZNELI,LM426725O346342182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23334,GL34_K6565_BUYUKADANIZAMMAH,LK656535O345862483,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
23335,GL59_Y4029_EREGLI_DEREAGZI_SAHIL,LY402935O598864633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23336,GL34_D6221_BurgazIDO,LD622115O345813571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23337,GL34_01162_YAVUZTURK2,L0116215O345710271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23338,GL34_01162_YAVUZTURK2,L0116245O345710274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23339,GL34_01162_YAVUZTURK2,L0116235O345710283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23340,GL34_M6232_PIRINCCI_YAYLA_MAH2,LM623235O346497683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23341,GL34_Y2896_AVC_YENIYUVA,LY289615O348307371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23342,GL34_Y2896_AVC_YENIYUVA,LY289635O348307383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23343,GL59_K2264_MuratliMrkz,LK226435O596434573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23344,GL34_Y3748_BSK_AVRUPA_KONUTLARI1,LY374825O348839882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23345,GL59_K4600_Karaevli,LK460015O596435671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23346,GL59_K4600_Karaevli,LK460025O596435672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23347,GL39_A5144_CesmeMydn,LA514445O396406084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23348,GL34_0A630_Orucreis_3,L0A63035O346105783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23349,GL34_000F2_Aslantp_3,L000F215I346209171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23350,GL34_000F2_Aslantp_3,L000F235I346209173,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0
23351,GL34_0G178_Aslantepe_4,L0G17845I346211184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23352,GL34_K3667_Haramidere2,LK366735O346232673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23353,GL34_Y2768_KARTAL_LUTFI_KIRDAR_HST_3,LY276815I348250351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23354,GL34_Y2768_KARTAL_LUTFI_KIRDAR_HST_3,LY276845I348250354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23355,GL34_0B730_AvcilarD100,L0B73015O346155671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23356,GL34_K6573_CekmekoyKardelenSk,LK657325O345863182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23357,GL34_0A883_HdmIsiso,L0A88325O346394272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23358,GL59_Y3775_CRKOY_SPOR_SALONU,LY377535O598777133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23359,GL59_M7919_TKD_NUSRATLI_SAN,LM791925O596512772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23360,GL34_Y4302_YILDIRIM_BAHAR,LY430225O348781972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23361,GL34_Y4302_YILDIRIM_BAHAR,LY430215O348781981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23362,GL34_Y4302_YILDIRIM_BAHAR,LY430235O348781983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23363,GL39_A5140_DEREKOY_J,LA514015O396405671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23364,GL39_A5140_DEREKOY_J,LA514025O396405672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23365,GL34_A1241_CamcesmeE5,LA124135O345750283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23366,GL34_K7859_CEVIZLI_KURIS_KULE,LK785935I345877273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23367,GL34_D1459_CakmakItfaiye,LD145925O345810382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23368,GL34_Y4350_ESY_REYAP_HASTANESI,LY435055I348892175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23369,SR34_Y3844_KHANE_SEKERBANK_ELMAS_SMLLC,LY384415I348657831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23370,GL34_K1811_UGURMUMCU_2,LK181115O345835581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23371,GL34_M6562_GUVERCINTEPE_GERGER,LM656235O346459773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23372,GL34_K9561_TUZLAFEVZICAKMAK2,LK956145O345882374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23373,GL34_Y1766_MASLAK_BALABANDERE_1_AVEA,LY176625O347855572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23374,GL34_00017_BduzuBaris,L0001725O346001072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23375,GL34_Y3740_ESY_NAMIK_KEMAL_AVEA,LY374045O348851284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23376,GL34_K6827_YakupluOzalCad,LK682735O346270173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23377,GL34_K6827_YakupluOzalCad,LK682715O346270181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23378,GL34_M7892_MECIDIYEKOY_TORUN_D_BLOK,LM789245I346501274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23379,GL39_A5147_Pancarkoy,LA514715O396406271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23380,GL39_A5147_Pancarkoy,LA514735O396406273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23381,GL34_M3916_UMRANIYECARSI_2,LM391615O345897271,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
23382,GL34_K6638_GulsuyuHUB_IBB,LK663825O345868482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23383,GL34_H7305_UMRANIYE_RESITPASA_CD_3_AVEA,LH730535O346679583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23384,GL34_H7329_CAMCESME_ELMAS_SOKAK,LH732925O346681972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23385,GL34_A1050_MAkifGulCad,LA105035O345740473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23386,GL34_Y2766_KARTAL_LUTFI_KIRDAR_HST_1,LY276635O348249633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23387,GL34_Y2766_KARTAL_LUTFI_KIRDAR_HST_1,LY276615O348249671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23388,GL59_Y3769_KAPAKLI_OKULLAR_BOLGESI,LY376915O598704631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23389,GL59_Y3769_KAPAKLI_OKULLAR_BOLGESI,LY376935O598704673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23390,GL59_Y3769_KAPAKLI_OKULLAR_BOLGESI,LY376925O598704682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23391,GL34_Y4385_SOGANLI_BAGCILAR,LY438535O348949073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23392,GL34_Y4864_SEFAKOY_HALKALI_CADDESI,LY486435O349001273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23393,GL34_H7311_DUDULLU_NECIP_FAZIL_MH_AVEA,LH731115O346680171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23394,GL34_Y2959_BESIKTAS_HY_DIREK,LY295935O348334453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23395,GL34_H7328_PENDIK_CINARDERE_VISNE,LH732835O346681873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23396,GL59_06223_VakiflrE5,L0622315O596418571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23397,GL59_06223_VakiflrE5,L0622325O596418582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23398,GL59_06223_VakiflrE5,L0622345O596418584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23399,GL34_H7312_PENDIK_ORTA_MAH-2,LH731215O346680271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23400,GL34_Y5134_SLV_TURGUT_OZAL,LY513435O349029583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23401,GL34_Y4933_ESY_YENIKENT_MH,LY493315O348974071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23402,GL34_Y4933_ESY_YENIKENT_MH,LY493325O348974082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23403,GL34_Y3786_SLV_RUMELI_UNIVERSITESI,LY378615O348841271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23404,GL34_Y4408_SLV_CICEK_AVEA,LY440835O349026383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23405,GL34_H7379_EYUP_GUZELTEPE_NESELI,LH737925O346686972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23406,GL34_K8341_UMRANIYEMODERNEASTAVM,LK834145I345879374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23407,GL34_01635_IGA_BETON_MOB,L0163525O345272272,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,6.0,7.0
23408,GL34_K9105_AndromedaGoldRsd2,LK910525O345881282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23409,GL34_Y3843_ISTINYE_BOSTAN_AVEA,LY384325O348657782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23410,GL34_Y1919_ATASEHIR_MERIC_CD,LY191915O347923051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23411,GL34_Y1919_ATASEHIR_MERIC_CD,LY191925O347923052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23412,GL34_H7408_BCK_KAPTAN_AVEA,LH740825O346689872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23413,GL34_00D14_HlkYoluMetro_IBB_UNAC,L00D1415O346174381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23414,GL34_00D14_HlkYoluMetro_IBB_UNAC,L00D1425O346174382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23415,GL34_0A962_MahmutbeyMetro_IBB,L0A96215O346128281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23416,GL34_0A783_AliFuatBasgilMetro_IBB,L0A78315O346117571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23417,GL34_Y2510_KABATAS_INEBOLU,LY251025O348141772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23418,GL34_Y2767_KARTAL_LUTFI_KIRDAR_HST_2,LY276725I348250052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23419,GL34_Y2767_KARTAL_LUTFI_KIRDAR_HST_2,LY276745I348250054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23420,GL34_Y2767_KARTAL_LUTFI_KIRDAR_HST_2,LY276745I348250074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23421,GL34_0D165_AlmanCesmesi_SE,L0D16535O346439883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23422,GL34_0A796_BogazkentKntlar_HUB,L0A79625O346118672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23423,GL34_0A121_HdmkoyFbrklar,L0A12115O346391771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23424,GL34_K6694_AvcilarCandemir,LK669445O346257074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23425,GL34_00587_AvcilarE5,L0058725O346039772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23426,GL34_0A763_KumburgazGiseler,L0A76335O346394073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23427,GL22_04244_HISAR_TRT_J,L0424425O226375172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23428,GL34_K5858_HalkaliMaliyeLojmanlari,LK585815O346252281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23429,GL34_M3851_MaltepeInonuCd,LM385135O345893983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23430,GL22_06212_BARAGI,L0621215O226375571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23431,GL22_06212_BARAGI,L0621225O226375572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23432,GL22_A4226_CELTIKKOY_J,LA422625O226377272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
23433,GL22_A4226_CELTIKKOY_J,LA422635O226377273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23434,GL34_A1287_YenidoganYunusemre,LA128715O345753181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23435,GL34_K4574_MAHMUTBAYRAM,LK457435O345855173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23436,GL34_K4574_MAHMUTBAYRAM,LK457445I345855174,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0
23437,GL22_A4244_HACIDANISMENT,LA424435O226378573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23438,GL34_A1479_MESA2,LA147915O345763471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23439,GL22_B4240_SuleymaniyeTRT,LB424015O226380471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23440,GL34_0A762_ByrampasaVatan2,L0A76225O346115872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23441,GL34_0A762_ByrampasaVatan2,L0A76215O346115881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23442,GL59_06203_SaglamtasTRT,L0620335O596417783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23443,GL59_K7172_CorluKoreMah,LK717235O596436773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23444,GL39_B5127_COVENLI_J,LB512725O396407072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23445,GL34_0B699_KislaCd_2,L0B69935O346153873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23446,GL34_M4451_GURSEL_EMIRGAZI,LM445115O346359581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23447,GL34_M4451_GURSEL_EMIRGAZI,LM445125O346359582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23448,GL34_M8931_KAYISDAGI_UNIVERSITE_YOLU,LM893115O349096571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23449,GL34_0A536_EsenAtaturk,L0A53635O346098573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23450,GL34_01462_OMERLI,L0146225O345727372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23451,GL34_01462_OMERLI,L0146235O345727373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23452,GL34_A1193_Aksemseddin,LA119315O345747871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23453,GL34_A1592_HaydarpasaGata,LA159215O345769871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
23454,GL34_E6374_GnsKcysuf,LE637415O346202671,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,5.0
23455,GL34_M4114_BASAKSEHIR_AYAZMA_ROMORK,LM411415O346327631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
